"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","rt","stimulus","response","task","correct_response","exemplar_ID","category","correct","bonus"
"true","false","[]","[]","[]","preload","0","4","0.0-0.0","65200df074f7b4deaf7ff9fe","6554bfa13ac4b6a0ab00b03a","6554c67c9d97aaebd51fe9ec","","","","","","","","",""
"","","","","","html-keyboard-response","1","27593","0.0-1.0","65200df074f7b4deaf7ff9fe","6554bfa13ac4b6a0ab00b03a","6554c67c9d97aaebd51fe9ec","27588","Welcome to the Category Learning experiment! Press any key to continue."," ","welcome","","","","",""
"","","","","","html-keyboard-response","2","58635","0.0-2.0","65200df074f7b4deaf7ff9fe","6554bfa13ac4b6a0ab00b03a","6554c67c9d97aaebd51fe9ec","31041","
            <p>You will be shown images of black shapes.  Some are category A, some are category B.
            <br>You will not know in advance which category a specific shape belongs to.</p>
            <p>After you see an image, you will be asked to guess its category <b>(left arrow for category A, right arrow for category B)</b></p>
            <p>After you choose, the screen will show you whether you were correct or not.</p>
            <p><b>You will receive a bonus payment of $0.05 for each correct answer!</b></p>
            <p> So you can increase your bonus by guessing correctly, and by guessing as quickly as possible so you move on to the next image sooner.</p>
            <p>Press any key to continue.</p>
            "," ","introduction_1","","","","",""
"","","","","","html-keyboard-response","3","67136","0.0-3.0","65200df074f7b4deaf7ff9fe","6554bfa13ac4b6a0ab00b03a","6554c67c9d97aaebd51fe9ec","8500","
            <p> <b>The first 10 trials are a practice round that will not count towards your bonus payment.</b></p>
            <p> You will be notified when practice finishes and the test begins. </p>
            <p> Press any key to begin the practice round.</p>
            "," ","introduction_2","","","","",""
"","","","","","html-keyboard-response","4","71385","0.0-4.0-0.0","65200df074f7b4deaf7ff9fe","6554bfa13ac4b6a0ab00b03a","6554c67c9d97aaebd51fe9ec","4248","
            
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 1vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    
            <div> Please press any button to continue to the next trial.</div>
        "," ","ITI","","","","",""
"","","","","","html-keyboard-response","5","71995","0.0-4.0-1.0","65200df074f7b4deaf7ff9fe","6554bfa13ac4b6a0ab00b03a","6554c67c9d97aaebd51fe9ec","null","
        
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 1vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    
        <img class=""stim"" src=./stimuli//pack_shapes/cat_1/ex_1_39.png></img>
    ","null","stimulus","","","","",""
"","","","","","html-keyboard-response","6","73012","0.0-4.0-2.0","65200df074f7b4deaf7ff9fe","6554bfa13ac4b6a0ab00b03a","6554c67c9d97aaebd51fe9ec","null","
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 1vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    ","null","","","","","",""
"","","","","","html-keyboard-response","7","74230","0.0-4.0-3.0","65200df074f7b4deaf7ff9fe","6554bfa13ac4b6a0ab00b03a","6554c67c9d97aaebd51fe9ec","1217","./stimuli//pack_shapes/cat_1/ex_1_39.png","arrowright","response","ArrowLeft","39","1","false",""
"","","","","","html-keyboard-response","8","75736","0.0-4.0-4.0","65200df074f7b4deaf7ff9fe","6554bfa13ac4b6a0ab00b03a","6554c67c9d97aaebd51fe9ec","null","<p> <font color=""red"" size=""4vw""> Wrong category! </font> </p>","null","feedback","","","","","0"
"","","","","","html-keyboard-response","9","77214","0.0-4.0-0.1","65200df074f7b4deaf7ff9fe","6554bfa13ac4b6a0ab00b03a","6554c67c9d97aaebd51fe9ec","1478","
            
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 1vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    
            <div> Please press any button to continue to the next trial.</div>
        "," ","ITI","","","","",""
"","","","","","html-keyboard-response","10","77824","0.0-4.0-1.1","65200df074f7b4deaf7ff9fe","6554bfa13ac4b6a0ab00b03a","6554c67c9d97aaebd51fe9ec","null","
        
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 1vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    
        <img class=""stim"" src=./stimuli//pack_shapes/cat_2/ex_2_49.png></img>
    ","null","stimulus","","","","",""
"","","","","","html-keyboard-response","11","78829","0.0-4.0-2.1","65200df074f7b4deaf7ff9fe","6554bfa13ac4b6a0ab00b03a","6554c67c9d97aaebd51fe9ec","null","
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 1vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    ","null","","","","","",""
"","","","","","html-keyboard-response","12","79702","0.0-4.0-3.1","65200df074f7b4deaf7ff9fe","6554bfa13ac4b6a0ab00b03a","6554c67c9d97aaebd51fe9ec","872","./stimuli//pack_shapes/cat_2/ex_2_49.png","arrowright","response","ArrowRight","49","2","true",""
"","","","","","html-keyboard-response","13","81220","0.0-4.0-4.1","65200df074f7b4deaf7ff9fe","6554bfa13ac4b6a0ab00b03a","6554c67c9d97aaebd51fe9ec","null","<p> <font color=""green"" size=""4vw""> Correct category! </font> </p>","null","feedback","","","","","0"
"","","","","","html-keyboard-response","14","83864","0.0-4.0-0.2","65200df074f7b4deaf7ff9fe","6554bfa13ac4b6a0ab00b03a","6554c67c9d97aaebd51fe9ec","2643","
            
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 1vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    
            <div> Please press any button to continue to the next trial.</div>
        "," ","ITI","","","","",""
"","","","","","html-keyboard-response","15","84475","0.0-4.0-1.2","65200df074f7b4deaf7ff9fe","6554bfa13ac4b6a0ab00b03a","6554c67c9d97aaebd51fe9ec","null","
        
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 1vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    
        <img class=""stim"" src=./stimuli//pack_shapes/cat_2/ex_2_29.png></img>
    ","null","stimulus","","","","",""
"","","","","","html-keyboard-response","16","85479","0.0-4.0-2.2","65200df074f7b4deaf7ff9fe","6554bfa13ac4b6a0ab00b03a","6554c67c9d97aaebd51fe9ec","null","
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 1vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    ","null","","","","","",""
"","","","","","html-keyboard-response","17","86303","0.0-4.0-3.2","65200df074f7b4deaf7ff9fe","6554bfa13ac4b6a0ab00b03a","6554c67c9d97aaebd51fe9ec","823","./stimuli//pack_shapes/cat_2/ex_2_29.png","arrowright","response","ArrowRight","29","2","true",""
"","","","","","html-keyboard-response","18","87819","0.0-4.0-4.2","65200df074f7b4deaf7ff9fe","6554bfa13ac4b6a0ab00b03a","6554c67c9d97aaebd51fe9ec","null","<p> <font color=""green"" size=""4vw""> Correct category! </font> </p>","null","feedback","","","","","0"
"","","","","","html-keyboard-response","19","89415","0.0-4.0-0.3","65200df074f7b4deaf7ff9fe","6554bfa13ac4b6a0ab00b03a","6554c67c9d97aaebd51fe9ec","1594","
            
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 1vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    
            <div> Please press any button to continue to the next trial.</div>
        "," ","ITI","","","","",""
