"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","rt","stimulus","response","task","correct_response","exemplar_ID","category","correct","bonus"
"true","false","[]","[]","[]","preload","0","1","0.0-0.0","606eeec7742566e9d46a52c8","6552129e68c08af5079f912e","6552134fe30a2d45170ca6cf","","","","","","","","",""
"","","","","","html-keyboard-response","1","13991","0.0-1.0","606eeec7742566e9d46a52c8","6552129e68c08af5079f912e","6552134fe30a2d45170ca6cf","13990","Welcome to the Category Learning experiment! Press any key to continue.","enter","welcome","","","","",""
"","","","","","html-keyboard-response","2","33495","0.0-2.0","606eeec7742566e9d46a52c8","6552129e68c08af5079f912e","6552134fe30a2d45170ca6cf","19503","
            <p>You will be shown images of patterns of black dots.  Some are category A, some are category B.
            <br>You will not know in advance which category a specific pattern belongs to.</p>
            <p>After you see an image, you will be asked to guess its category <b>(left arrow for category A, right arrow for category B)</b></p>
            <p>After you choose, the screen will show you whether you were correct or not.</p>
            <p><b>You will receive a bonus payment of $0.05 for each correct answer!</b></p>
            <p> So you can increase your bonus by guessing correctly, and by guessing as quickly as possible so you move on to the next image sooner.</p>
            <p>Press any key to continue.</p>
            "," ","introduction_1","","","","",""
"","","","","","html-keyboard-response","3","37711","0.0-3.0","606eeec7742566e9d46a52c8","6552129e68c08af5079f912e","6552134fe30a2d45170ca6cf","4215","
            <p> <b>The first 10 trials are a practice round that will not count towards your bonus payment.</b></p>
            <p> You will be notified when practice finishes and the test begins. </p>
            <p> Press any key to begin the practice round.</p>
            "," ","introduction_2","","","","",""
"","","","","","html-keyboard-response","4","39727","0.0-4.0-0.0","606eeec7742566e9d46a52c8","6552129e68c08af5079f912e","6552134fe30a2d45170ca6cf","2015","
            
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 1vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    
            <div> Please press any button to continue to the next trial.</div>
        "," ","ITI","","","","",""
"","","","","","html-keyboard-response","5","40329","0.0-4.0-1.0","606eeec7742566e9d46a52c8","6552129e68c08af5079f912e","6552134fe30a2d45170ca6cf","null","
        
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 1vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    
        <img class=""stim"" src=./stimuli//pack_1/cat_2/ex_2_38.png></img>
    ","null","stimulus","","","","",""
"","","","","","html-keyboard-response","6","41338","0.0-4.0-2.0","606eeec7742566e9d46a52c8","6552129e68c08af5079f912e","6552134fe30a2d45170ca6cf","null","
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 1vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    ","null","","","","","",""
"","","","","","html-keyboard-response","7","45348","0.0-4.0-3.0","606eeec7742566e9d46a52c8","6552129e68c08af5079f912e","6552134fe30a2d45170ca6cf","null","./stimuli//pack_1/cat_2/ex_2_38.png","null","response","ArrowRight","38","2","false",""
"","","","","","html-keyboard-response","8","46856","0.0-4.0-4.0","606eeec7742566e9d46a52c8","6552129e68c08af5079f912e","6552134fe30a2d45170ca6cf","null","<p> <font color=""red"" size=""5vw""> Time out! </font> <br> Please try to respond as quickly as possible. </p>","null","feedback","","","","","0"
"","","","","","html-keyboard-response","9","48903","0.0-4.0-0.1","606eeec7742566e9d46a52c8","6552129e68c08af5079f912e","6552134fe30a2d45170ca6cf","2047","
            
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 1vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    
            <div> Please press any button to continue to the next trial.</div>
        ","a","ITI","","","","",""
"","","","","","html-keyboard-response","10","49515","0.0-4.0-1.1","606eeec7742566e9d46a52c8","6552129e68c08af5079f912e","6552134fe30a2d45170ca6cf","null","
        
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 1vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    
        <img class=""stim"" src=./stimuli//pack_1/cat_1/ex_1_84.png></img>
    ","null","stimulus","","","","",""
"","","","","","html-keyboard-response","11","50524","0.0-4.0-2.1","606eeec7742566e9d46a52c8","6552129e68c08af5079f912e","6552134fe30a2d45170ca6cf","null","
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 1vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    ","null","","","","","",""
"","","","","","html-keyboard-response","12","51199","0.0-4.0-3.1","606eeec7742566e9d46a52c8","6552129e68c08af5079f912e","6552134fe30a2d45170ca6cf","674","./stimuli//pack_1/cat_1/ex_1_84.png","arrowleft","response","ArrowLeft","84","1","true",""
"","","","","","html-keyboard-response","13","52703","0.0-4.0-4.1","606eeec7742566e9d46a52c8","6552129e68c08af5079f912e","6552134fe30a2d45170ca6cf","null","<p> <font color=""green"" size=""4vw""> Correct category! </font> </p>","null","feedback","","","","","0"
"","","","","","html-keyboard-response","14","54384","0.0-4.0-0.2","606eeec7742566e9d46a52c8","6552129e68c08af5079f912e","6552134fe30a2d45170ca6cf","1680","
            
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 1vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    
            <div> Please press any button to continue to the next trial.</div>
        "," ","ITI","","","","",""
"","","","","","html-keyboard-response","15","54994","0.0-4.0-1.2","606eeec7742566e9d46a52c8","6552129e68c08af5079f912e","6552134fe30a2d45170ca6cf","null","
        
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 1vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    
        <img class=""stim"" src=./stimuli//pack_1/cat_1/ex_1_90.png></img>
    ","null","stimulus","","","","",""
"","","","","","html-keyboard-response","16","55998","0.0-4.0-2.2","606eeec7742566e9d46a52c8","6552129e68c08af5079f912e","6552134fe30a2d45170ca6cf","null","
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 1vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    ","null","","","","","",""
"","","","","","html-keyboard-response","17","56279","0.0-4.0-3.2","606eeec7742566e9d46a52c8","6552129e68c08af5079f912e","6552134fe30a2d45170ca6cf","280","./stimuli//pack_1/cat_1/ex_1_90.png","arrowright","response","ArrowLeft","90","1","false",""
"","","","","","html-keyboard-response","18","57783","0.0-4.0-4.2","606eeec7742566e9d46a52c8","6552129e68c08af5079f912e","6552134fe30a2d45170ca6cf","null","<p> <font color=""red"" size=""4vw""> Wrong category! </font> </p>","null","feedback","","","","","0"
"","","","","","html-keyboard-response","19","58472","0.0-4.0-0.3","606eeec7742566e9d46a52c8","6552129e68c08af5079f912e","6552134fe30a2d45170ca6cf","688","
            
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 1vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    
            <div> Please press any button to continue to the next trial.</div>
        "," ","ITI","","","","",""
"","","","","","html-keyboard-response","20","59075","0.0-4.0-1.3","606eeec7742566e9d46a52c8","6552129e68c08af5079f912e","6552134fe30a2d45170ca6cf","null","
        
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 1vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    
        <img class=""stim"" src=./stimuli//pack_1/cat_1/ex_1_63.png></img>
    ","null","stimulus","","","","",""
"","","","","","html-keyboard-response","21","60088","0.0-4.0-2.3","606eeec7742566e9d46a52c8","6552129e68c08af5079f912e","6552134fe30a2d45170ca6cf","null","
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 1vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    ","null","","","","","",""
"","","","","","html-keyboard-response","22","60351","0.0-4.0-3.3","606eeec7742566e9d46a52c8","6552129e68c08af5079f912e","6552134fe30a2d45170ca6cf","263","./stimuli//pack_1/cat_1/ex_1_63.png","arrowright","response","ArrowLeft","63","1","false",""
