"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","rt","stimulus","response","task","correct_response","exemplar_ID","category","difficulty","phase","correct","bonus","trial_bonus"
"true","false","[]","[]","[]","preload","0","3","0.0-0.0","611117d79c57e6744e059bc4","657afcd119a11bb15c4315fb","657b01b39707045ed6696178","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","2989","0.0-1.0","611117d79c57e6744e059bc4","657afcd119a11bb15c4315fb","657b01b39707045ed6696178","2985","Welcome to the Category Learning experiment! Press any key to continue."," ","welcome","","","","","","","",""
"","","","","","html-keyboard-response","2","25248","0.0-2.0","611117d79c57e6744e059bc4","657afcd119a11bb15c4315fb","657b01b39707045ed6696178","22258","
            <p>You will be shown movies. Each movie contains a shape that initially is hidden and is gradually revealed. 
            <br> Some shapes are category A, some are category B.
            <br> You will not know in advance which category each shape belongs to.</p>
            <p> While you watch a movie, you have to guess the category that the shape you see belongs to <b>(left arrow for category A, right arrow for category B)</b></p>
            <p> After you choose, the screen will show you whether you were correct or not.</p>
            <p>Press any key to continue.</p>
            ","arrowleft","introduction_1","","","","","","","",""
"","","","","","html-keyboard-response","3","41808","0.0-3.0","611117d79c57e6744e059bc4","657afcd119a11bb15c4315fb","657b01b39707045ed6696178","16560","
              <p><b>You will receive a bonus payment for each correct answer! The faster you answer the higher the bonus will be!</b></p>
              <p> So you can increase your bonus by guessing as quickly and accurately as possible.</p>
              <p><b>You will lose $0.05 from your bonus payment for each incorrect answer! The bonus can not become less than $0.</b> </p>
              <p>Press any key to continue.</p>
              ","arrowright","introduction_2","","","","","","","",""
"","","","","","html-keyboard-response","4","45696","0.0-4.0","611117d79c57e6744e059bc4","657afcd119a11bb15c4315fb","657b01b39707045ed6696178","3888","
            <p> <b>The first 10 movies are a practice round that will not count towards your bonus payment.</b></p>
            <p> You will be notified when practice finishes and the test begins. </p>
            <p> Press any key to begin the practice round.</p>
            ","arrowleft","introduction_3","","","","","","","",""
"","","","","","html-keyboard-response","5","47541","0.0-5.0-0.0","611117d79c57e6744e059bc4","657afcd119a11bb15c4315fb","657b01b39707045ed6696178","1844","
            
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 2vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    
            <div> Please press any key to continue to the next movie.</div>
        ","arrowleft","ITI","","","","","","","",""
"","","","","","html-keyboard-response","6","53052","0.0-5.0-1.0","611117d79c57e6744e059bc4","657afcd119a11bb15c4315fb","657b01b39707045ed6696178","null","./stimuli//pack_morph_shapes_1/cat_1/diff_2/ex_1_2_1.mp4","null","response","ArrowLeft","1","1","2","train","false","",""
"","","","","","html-keyboard-response","7","58054","0.0-5.0-2.0","611117d79c57e6744e059bc4","657afcd119a11bb15c4315fb","657b01b39707045ed6696178","null","<p> <font color=""red"" size=""5vw""> Time out! </font> <br> Please try to respond as quickly as possible. </p>","null","feedback","","","","","","","0","0"
"","","","","","html-keyboard-response","8","60958","0.0-5.0-0.1","611117d79c57e6744e059bc4","657afcd119a11bb15c4315fb","657b01b39707045ed6696178","2902","
            
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 2vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    
            <div> Please press any key to continue to the next movie.</div>
        ","arrowleft","ITI","","","","","","","",""
"","","","","","html-keyboard-response","9","65103","0.0-5.0-1.1","611117d79c57e6744e059bc4","657afcd119a11bb15c4315fb","657b01b39707045ed6696178","4143","./stimuli//pack_morph_shapes_1/cat_1/diff_1/ex_1_1_1.mp4","arrowleft","response","ArrowLeft","1","1","1","train","true","",""
