"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","rt","stimulus","response","task","correct_response","exemplar_ID","category","difficulty","phase","correct","bonus","trial_bonus"
"true","false","[]","[]","[]","preload","0","1","0.0-0.0","61597ca19e7685bd2a7c5ece","657afcd119a11bb15c4315fb","657afe82d34bf24adacd256c","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","3331","0.0-1.0","61597ca19e7685bd2a7c5ece","657afcd119a11bb15c4315fb","657afe82d34bf24adacd256c","3328","Welcome to the Category Learning experiment! Press any key to continue.","arrowdown","welcome","","","","","","","",""
"","","","","","html-keyboard-response","2","33418","0.0-2.0","61597ca19e7685bd2a7c5ece","657afcd119a11bb15c4315fb","657afe82d34bf24adacd256c","30086","
            <p>You will be shown movies. Each movie contains a shape that initially is hidden and is gradually revealed. 
            <br> Some shapes are category A, some are category B.
            <br> You will not know in advance which category each shape belongs to.</p>
            <p> While you watch a movie, you have to guess the category that the shape you see belongs to <b>(left arrow for category A, right arrow for category B)</b></p>
            <p> After you choose, the screen will show you whether you were correct or not.</p>
            <p>Press any key to continue.</p>
            ","arrowdown","introduction_1","","","","","","","",""
"","","","","","html-keyboard-response","3","47770","0.0-3.0","61597ca19e7685bd2a7c5ece","657afcd119a11bb15c4315fb","657afe82d34bf24adacd256c","14351","
              <p><b>You will receive a bonus payment for each correct answer! The faster you answer the higher the bonus will be!</b></p>
              <p> So you can increase your bonus by guessing as quickly and accurately as possible.</p>
              <p><b>You will lose $0.05 from your bonus payment for each incorrect answer! The bonus can not become less than $0.</b> </p>
              <p>Press any key to continue.</p>
              ","arrowdown","introduction_2","","","","","","","",""
"","","","","","html-keyboard-response","4","53356","0.0-4.0","61597ca19e7685bd2a7c5ece","657afcd119a11bb15c4315fb","657afe82d34bf24adacd256c","5598","
            <p> <b>The first 10 movies are a practice round that will not count towards your bonus payment.</b></p>
            <p> You will be notified when practice finishes and the test begins. </p>
            <p> Press any key to begin the practice round.</p>
            ","arrowdown","introduction_3","","","","","","","",""
"","","","","","html-keyboard-response","5","57028","0.0-5.0-0.0","61597ca19e7685bd2a7c5ece","657afcd119a11bb15c4315fb","657afe82d34bf24adacd256c","3670","
            
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 2vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    
            <div> Please press any key to continue to the next movie.</div>
        ","arrowdown","ITI","","","","","","","",""
"","","","","","html-keyboard-response","6","61733","0.0-5.0-1.0","61597ca19e7685bd2a7c5ece","657afcd119a11bb15c4315fb","657afe82d34bf24adacd256c","4700","./stimuli//pack_morph_shapes_1/cat_2/diff_1/ex_2_1_14.mp4","arrowleft","response","ArrowRight","14","2","1","train","false","",""
"","","","","","html-keyboard-response","7","66741","0.0-5.0-2.0","61597ca19e7685bd2a7c5ece","657afcd119a11bb15c4315fb","657afe82d34bf24adacd256c","null","<p> <font color=""red"" size=""5vw""> Wrong category! </font> </p>","null","feedback","","","","","","","0","0"
"","","","","","html-keyboard-response","8","66820","0.0-5.0-0.1","61597ca19e7685bd2a7c5ece","657afcd119a11bb15c4315fb","657afe82d34bf24adacd256c","76","
            
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 2vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    
            <div> Please press any key to continue to the next movie.</div>
        ","arrowdown","ITI","","","","","","","",""
"","","","","","html-keyboard-response","9","69500","0.0-5.0-1.1","61597ca19e7685bd2a7c5ece","657afcd119a11bb15c4315fb","657afe82d34bf24adacd256c","2677","./stimuli//pack_morph_shapes_1/cat_2/diff_2/ex_2_2_3.mp4","arrowright","response","ArrowRight","3","2","2","train","true","",""
"","","","","","html-keyboard-response","10","71013","0.0-5.0-2.1","61597ca19e7685bd2a7c5ece","657afcd119a11bb15c4315fb","657afe82d34bf24adacd256c","null","<p> <font color=""green"" size=""5vw""> Correct category! </font> </p>","null","feedback","","","","","","","0","0"
"","","","","","html-keyboard-response","11","72276","0.0-5.0-0.2","61597ca19e7685bd2a7c5ece","657afcd119a11bb15c4315fb","657afe82d34bf24adacd256c","1261","
            
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 2vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    
            <div> Please press any key to continue to the next movie.</div>
        ","arrowdown","ITI","","","","","","","",""
