"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","rt","stimulus","response","task","correct_response","exemplar_ID","category","difficulty","phase","correct","bonus","trial_bonus"
"true","false","[]","[]","[]","preload","0","3","0.0-0.0","55cdc77f34e90600128d237f","657afcd119a11bb15c4315fb","657b0491108ddfafbf456f66","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","5527","0.0-1.0","55cdc77f34e90600128d237f","657afcd119a11bb15c4315fb","657b0491108ddfafbf456f66","5523","Welcome to the Category Learning experiment! Press any key to continue."," ","welcome","","","","","","","",""
"","","","","","html-keyboard-response","2","10623","0.0-2.0","55cdc77f34e90600128d237f","657afcd119a11bb15c4315fb","657b0491108ddfafbf456f66","5094","
            <p>You will be shown movies. Each movie contains a shape that initially is hidden and is gradually revealed. 
            <br> Some shapes are category A, some are category B.
            <br> You will not know in advance which category each shape belongs to.</p>
            <p> While you watch a movie, you have to guess the category that the shape you see belongs to <b>(left arrow for category A, right arrow for category B)</b></p>
            <p> After you choose, the screen will show you whether you were correct or not.</p>
            <p>Press any key to continue.</p>
            ","arrowright","introduction_1","","","","","","","",""
"","","","","","html-keyboard-response","3","16195","0.0-3.0","55cdc77f34e90600128d237f","657afcd119a11bb15c4315fb","657b0491108ddfafbf456f66","5572","
              <p><b>You will receive a bonus payment for each correct answer! The faster you answer the higher the bonus will be!</b></p>
              <p> So you can increase your bonus by guessing as quickly and accurately as possible.</p>
              <p><b>You will lose $0.05 from your bonus payment for each incorrect answer! The bonus can not become less than $0.</b> </p>
              <p>Press any key to continue.</p>
              ","arrowright","introduction_2","","","","","","","",""
"","","","","","html-keyboard-response","4","19876","0.0-4.0","55cdc77f34e90600128d237f","657afcd119a11bb15c4315fb","657b0491108ddfafbf456f66","3680","
            <p> <b>The first 10 movies are a practice round that will not count towards your bonus payment.</b></p>
            <p> You will be notified when practice finishes and the test begins. </p>
            <p> Press any key to begin the practice round.</p>
            ","arrowright","introduction_3","","","","","","","",""
"","","","","","html-keyboard-response","5","22117","0.0-5.0-0.0","55cdc77f34e90600128d237f","657afcd119a11bb15c4315fb","657b0491108ddfafbf456f66","2240","
            
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 2vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    
            <div> Please press any key to continue to the next movie.</div>
        ","arrowright","ITI","","","","","","","",""
"","","","","","html-keyboard-response","6","25079","0.0-5.0-1.0","55cdc77f34e90600128d237f","657afcd119a11bb15c4315fb","657b0491108ddfafbf456f66","2960","./stimuli//pack_morph_shapes_1/cat_1/diff_2/ex_1_2_13.mp4","arrowright","response","ArrowLeft","13","1","2","train","false","",""
"","","","","","html-keyboard-response","7","30113","0.0-5.0-2.0","55cdc77f34e90600128d237f","657afcd119a11bb15c4315fb","657b0491108ddfafbf456f66","null","<p> <font color=""red"" size=""5vw""> Wrong category! </font> </p>","null","feedback","","","","","","","0","0"
"","","","","","html-keyboard-response","8","31382","0.0-5.0-0.1","55cdc77f34e90600128d237f","657afcd119a11bb15c4315fb","657b0491108ddfafbf456f66","1268","
            
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 2vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    
            <div> Please press any key to continue to the next movie.</div>
        ","arrowright","ITI","","","","","","","",""
"","","","","","html-keyboard-response","9","32982","0.0-5.0-1.1","55cdc77f34e90600128d237f","657afcd119a11bb15c4315fb","657b0491108ddfafbf456f66","1598","./stimuli//pack_morph_shapes_1/cat_2/diff_2/ex_2_2_6.mp4","arrowleft","response","ArrowRight","6","2","2","train","false","",""
"","","","","","html-keyboard-response","10","37992","0.0-5.0-2.1","55cdc77f34e90600128d237f","657afcd119a11bb15c4315fb","657b0491108ddfafbf456f66","null","<p> <font color=""red"" size=""5vw""> Wrong category! </font> </p>","null","feedback","","","","","","","0","0"
"","","","","","html-keyboard-response","11","38852","0.0-5.0-0.2","55cdc77f34e90600128d237f","657afcd119a11bb15c4315fb","657b0491108ddfafbf456f66","859","
            
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 2vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    
            <div> Please press any key to continue to the next movie.</div>
        ","arrowright","ITI","","","","","","","",""
"","","","","","html-keyboard-response","12","40022","0.0-5.0-1.2","55cdc77f34e90600128d237f","657afcd119a11bb15c4315fb","657b0491108ddfafbf456f66","1169","./stimuli//pack_morph_shapes_1/cat_2/diff_1/ex_2_1_10.mp4","arrowright","response","ArrowRight","10","2","1","train","true","",""
"","","","","","html-keyboard-response","13","41531","0.0-5.0-2.2","55cdc77f34e90600128d237f","657afcd119a11bb15c4315fb","657b0491108ddfafbf456f66","null","<p> <font color=""green"" size=""5vw""> Correct category! </font> </p>","null","feedback","","","","","","","0","0"
